PROVCN,PROVEN,DISTRICTCN,DISTRICTEN,NAMECN,NAMEEN,AREAID
江西,jiangxi,抚州,fuzhou,南丰,nanfeng,101240409
江西,jiangxi,抚州,fuzhou,黎川,lichuan,101240410
江西,jiangxi,抚州,fuzhou,东乡,dongxiang,101240411
江西,jiangxi,宜春,yichun,宜春,yichun,101240501
江西,jiangxi,宜春,yichun,铜鼓,tonggu,101240502
江西,jiangxi,宜春,yichun,宜丰,yifeng,101240503
江西,jiangxi,宜春,yichun,万载,wanzai,101240504
江西,jiangxi,宜春,yichun,上高,shanggao,101240505
江西,jiangxi,宜春,yichun,靖安,jingan,101240506
江西,jiangxi,宜春,yichun,奉新,fengxin,101240507
江西,jiangxi,宜春,yichun,高安,gaoan,101240508
江西,jiangxi,宜春,yichun,樟树,zhangshu,101240509
江西,jiangxi,宜春,yichun,丰城,fengcheng,101240510
江西,jiangxi,吉安,jian,吉安,jian,101240601
江西,jiangxi,吉安,jian,吉安县,jianxian,101240602
江西,jiangxi,吉安,jian,吉水,jishui,101240603
江西,jiangxi,吉安,jian,新干,xingan,101240604
江西,jiangxi,吉安,jian,峡江,xiajiang,101240605
江西,jiangxi,吉安,jian,永丰,yongfeng,101240606
江西,jiangxi,吉安,jian,永新,yongxin,101240607
江西,jiangxi,吉安,jian,井冈山,jinggangshan,101240608
江西,jiangxi,吉安,jian,万安,wanan,101240609
江西,jiangxi,吉安,jian,遂川,suichuan,101240610
江西,jiangxi,吉安,jian,泰和,taihe,101240611
江西,jiangxi,吉安,jian,安福,anfu,101240612
江西,jiangxi,吉安,jian,宁冈,ninggang,101240613
江西,jiangxi,赣州,ganzhou,赣州,ganzhou,101240701
江西,jiangxi,赣州,ganzhou,崇义,chongyi,101240702
江西,jiangxi,赣州,ganzhou,上犹,shangyou,101240703
江西,jiangxi,赣州,ganzhou,南康,nankang,101240704
江西,jiangxi,赣州,ganzhou,大余,dayu,101240705
江西,jiangxi,赣州,ganzhou,信丰,xinfeng,101240706
江西,jiangxi,赣州,ganzhou,宁都,ningdu,101240707
江西,jiangxi,赣州,ganzhou,石城,shicheng,101240708
江西,jiangxi,赣州,ganzhou,瑞金,ruijin,101240709
江西,jiangxi,赣州,ganzhou,于都,yudu,101240710
江西,jiangxi,赣州,ganzhou,会昌,huichang,101240711
江西,jiangxi,赣州,ganzhou,安远,anyuan,101240712
江西,jiangxi,赣州,ganzhou,全南,quannan,101240713
江西,jiangxi,赣州,ganzhou,龙南,longnan,101240714
江西,jiangxi,赣州,ganzhou,定南,dingnan,101240715
江西,jiangxi,赣州,ganzhou,寻乌,xunwu,101240716
江西,jiangxi,赣州,ganzhou,兴国,xingguo,101240717
江西,jiangxi,赣州,ganzhou,赣县,ganxian,101240718
江西,jiangxi,景德镇,jingdezhen,景德镇,jingdezhen,101240801
江西,jiangxi,景德镇,jingdezhen,乐平,leping,101240802
江西,jiangxi,景德镇,jingdezhen,浮梁,fuliang,101240803
江西,jiangxi,萍乡,pingxiang,萍乡,pingxiang,101240901
江西,jiangxi,萍乡,pingxiang,莲花,lianhua,101240902
江西,jiangxi,萍乡,pingxiang,上栗,shangli,101240903
江西,jiangxi,萍乡,pingxiang,安源,anyuan,101240904
江西,jiangxi,萍乡,pingxiang,芦溪,luxi,101240905
江西,jiangxi,萍乡,pingxiang,湘东,xiangdong,101240906
江西,jiangxi,新余,xinyu,新余,xinyu,101241001
江西,jiangxi,新余,xinyu,分宜,fenyi,101241002
江西,jiangxi,鹰潭,yingtan,鹰潭,yingtan,101241101
江西,jiangxi,鹰潭,yingtan,余江,yujiang,101241102
江西,jiangxi,鹰潭,yingtan,贵溪,guixi,101241103
湖南,hunan,长沙,changsha,长沙,changsha,101250101
湖南,hunan,长沙,changsha,宁乡,ningxiang,101250102
湖南,hunan,长沙,changsha,浏阳,liuyang,101250103
湖南,hunan,长沙,changsha,马坡岭,mapoling,101250104
湖南,hunan,长沙,changsha,望城,wangcheng,101250105
湖南,hunan,湘潭,xiangtan,湘潭,xiangtan,101250201
湖南,hunan,湘潭,xiangtan,韶山,shaoshan,101250202
湖南,hunan,湘潭,xiangtan,湘乡,xiangxiang,101250203
湖南,hunan,株洲,zhuzhou,株洲,zhuzhou,101250301
湖南,hunan,株洲,zhuzhou,攸县,youxian,101250302
湖南,hunan,株洲,zhuzhou,醴陵,liling,101250303
湖南,hunan,株洲,zhuzhou,茶陵,chaling,101250305
湖南,hunan,株洲,zhuzhou,炎陵,yanling,101250306
湖南,hunan,衡阳,hengyang,衡阳,hengyang,101250401
湖南,hunan,衡阳,hengyang,衡山,hengshan,101250402
湖南,hunan,衡阳,hengyang,衡东,hengdong,101250403
湖南,hunan,衡阳,hengyang,祁东,qidong,101250404
湖南,hunan,衡阳,hengyang,衡阳县,hengyangxian,101250405
湖南,hunan,衡阳,hengyang,常宁,changning,101250406
湖南,hunan,衡阳,hengyang,衡南,hengnan,101250407
湖南,hunan,衡阳,hengyang,耒阳,leiyang,101250408
湖南,hunan,衡阳,hengyang,南岳,nanyue,101250409
湖南,hunan,郴州,chenzhou,郴州,chenzhou,101250501
湖南,hunan,郴州,chenzhou,桂阳,guiyang,101250502
湖南,hunan,郴州,chenzhou,嘉禾,jiahe,101250503
湖南,hunan,郴州,chenzhou,宜章,yizhang,101250504
湖南,hunan,郴州,chenzhou,临武,linwu,101250505
湖南,hunan,郴州,chenzhou,资兴,zixing,101250507
湖南,hunan,郴州,chenzhou,汝城,rucheng,101250508
湖南,hunan,郴州,chenzhou,安仁,anren,101250509
湖南,hunan,郴州,chenzhou,永兴,yongxing,101250510
湖南,hunan,郴州,chenzhou,桂东,guidong,101250511
湖南,hunan,郴州,chenzhou,苏仙,suxian,101250512
湖南,hunan,常德,changde,常德,changde,101250601
湖南,hunan,常德,changde,安乡,anxiang,101250602
湖南,hunan,常德,changde,桃源,taoyuan,101250603
湖南,hunan,常德,changde,汉寿,hanshou,101250604
湖南,hunan,常德,changde,澧县,lixian,101250605
湖南,hunan,常德,changde,临澧,linli,101250606
湖南,hunan,常德,changde,石门,shimen,101250607
湖南,hunan,常德,changde,津市,jinshi,101250608
湖南,hunan,益阳,yiyang,益阳,yiyang,101250700
湖南,hunan,益阳,yiyang,赫山区,heshanqu,101250701
湖南,hunan,益阳,yiyang,南县,nanxian,101250702
湖南,hunan,益阳,yiyang,桃江,taojiang,101250703
湖南,hunan,益阳,yiyang,安化,anhua,101250704
湖南,hunan,益阳,yiyang,沅江,yuanjiang,101250705
湖南,hunan,娄底,loudi,娄底,loudi,101250801
湖南,hunan,娄底,loudi,双峰,shuangfeng,101250802
湖南,hunan,娄底,loudi,冷水江,lengshuijiang,101250803
湖南,hunan,娄底,loudi,新化,xinhua,101250805
湖南,hunan,娄底,loudi,涟源,lianyuan,101250806
湖南,hunan,邵阳,shaoyang,邵阳,shaoyang,101250901
湖南,hunan,邵阳,shaoyang,隆回,longhui,101250902
湖南,hunan,邵阳,shaoyang,洞口,dongkou,101250903
湖南,hunan,邵阳,shaoyang,新邵,xinshao,101250904
湖南,hunan,邵阳,shaoyang,邵东,shaodong,101250905
湖南,hunan,邵阳,shaoyang,绥宁,suining,101250906
湖南,hunan,邵阳,shaoyang,新宁,xinning,101250907
湖南,hunan,邵阳,shaoyang,武冈,wugang,101250908
湖南,hunan,邵阳,shaoyang,城步,chengbu,101250909
湖南,hunan,邵阳,shaoyang,邵阳县,shaoyangxian,101250910
湖南,hunan,岳阳,yueyang,岳阳,yueyang,101251001
湖南,hunan,岳阳,yueyang,华容,huarong,101251002
湖南,hunan,岳阳,yueyang,湘阴,xiangyin,101251003
湖南,hunan,岳阳,yueyang,汨罗,miluo,101251004
湖南,hunan,岳阳,yueyang,平江,pingjiang,101251005
湖南,hunan,岳阳,yueyang,临湘,linxiang,101251006
湖南,hunan,张家界,zhangjiajie,张家界,zhangjiajie,101251101
湖南,hunan,张家界,zhangjiajie,桑植,sangzhi,101251102
湖南,hunan,张家界,zhangjiajie,慈利,cili,101251103
湖南,hunan,张家界,zhangjiajie,武陵源,wulingyuan,101251104
湖南,hunan,怀化,huaihua,怀化,huaihua,101251201
湖南,hunan,怀化,huaihua,沅陵,yuanling,101251203
湖南,hunan,怀化,huaihua,辰溪,chenxi,101251204
湖南,hunan,怀化,huaihua,靖州,jingzhou,101251205
湖南,hunan,怀化,huaihua,会同,huitong,101251206
湖南,hunan,怀化,huaihua,通道,tongdao,101251207
湖南,hunan,怀化,huaihua,麻阳,mayang,101251208
湖南,hunan,怀化,huaihua,新晃,xinhuang,101251209
湖南,hunan,怀化,huaihua,芷江,zhijiang,101251210
湖南,hunan,怀化,huaihua,溆浦,xupu,101251211
湖南,hunan,怀化,huaihua,中方,zhongfang,101251212
湖南,hunan,怀化,huaihua,洪江,hongjiang,101251213
湖南,hunan,永州,yongzhou,永州,yongzhou,101251401
湖南,hunan,永州,yongzhou,祁阳,qiyang,101251402
湖南,hunan,永州,yongzhou,东安,dongan,101251403
湖南,hunan,永州,yongzhou,双牌,shuangpai,101251404
湖南,hunan,永州,yongzhou,道县,daoxian,101251405
湖南,hunan,永州,yongzhou,宁远,ningyuan,101251406
湖南,hunan,永州,yongzhou,江永,jiangyong,101251407
湖南,hunan,永州,yongzhou,蓝山,lanshan,101251408
湖南,hunan,永州,yongzhou,新田,xintian,101251409
湖南,hunan,永州,yongzhou,江华,jianghua,101251410
湖南,hunan,永州,yongzhou,冷水滩,lengshuitan,101251411
湖南,hunan,湘西,xiangxi,吉首,jishou,101251501
湖南,hunan,湘西,xiangxi,保靖,baojing,101251502
湖南,hunan,湘西,xiangxi,永顺,yongshun,101251503
湖南,hunan,湘西,xiangxi,古丈,guzhang,101251504
湖南,hunan,湘西,xiangxi,凤凰,fenghuang,101251505
湖南,hunan,湘西,xiangxi,泸溪,luxi,101251506
湖南,hunan,湘西,xiangxi,龙山,longshan,101251507
湖南,hunan,湘西,xiangxi,花垣,huayuan,101251508
贵州,guizhou,贵阳,guiyang,贵阳,guiyang,101260101
贵州,guizhou,贵阳,guiyang,白云,baiyun,101260102
贵州,guizhou,贵阳,guiyang,花溪,huaxi,101260103
贵州,guizhou,贵阳,guiyang,乌当,wudang,101260104
贵州,guizhou,贵阳,guiyang,息烽,xifeng,101260105
贵州,guizhou,贵阳,guiyang,开阳,kaiyang,101260106
贵州,guizhou,贵阳,guiyang,修文,xiuwen,101260107
贵州,guizhou,贵阳,guiyang,清镇,qingzhen,101260108
贵州,guizhou,贵阳,guiyang,小河,xiaohe,101260109
贵州,guizhou,贵阳,guiyang,云岩,yunyan,101260110
贵州,guizhou,贵阳,guiyang,南明,nanming,101260111
贵州,guizhou,遵义,zunyi,遵义,zunyi,101260201
贵州,guizhou,遵义,zunyi,遵义县,zunyixian,101260202
贵州,guizhou,遵义,zunyi,仁怀,renhuai,101260203
贵州,guizhou,遵义,zunyi,绥阳,suiyang,101260204
贵州,guizhou,遵义,zunyi,湄潭,meitan,101260205
贵州,guizhou,遵义,zunyi,凤冈,fenggang,101260206
贵州,guizhou,遵义,zunyi,桐梓,tongzi,101260207
贵州,guizhou,遵义,zunyi,赤水,chishui,101260208
贵州,guizhou,遵义,zunyi,习水,xishui,101260209
贵州,guizhou,遵义,zunyi,道真,daozhen,101260210
贵州,guizhou,遵义,zunyi,正安,zhengan,101260211
贵州,guizhou,遵义,zunyi,务川,wuchuan,101260212
贵州,guizhou,遵义,zunyi,余庆,yuqing,101260213
贵州,guizhou,遵义,zunyi,汇川,huichuan,101260214
贵州,guizhou,遵义,zunyi,红花岗,honghuagang,101260215
贵州,guizhou,安顺,anshun,安顺,anshun,101260301
贵州,guizhou,安顺,anshun,普定,puding,101260302
贵州,guizhou,安顺,anshun,镇宁,zhenning,101260303
贵州,guizhou,安顺,anshun,平坝,pingba,101260304
贵州,guizhou,安顺,anshun,紫云,ziyun,101260305
贵州,guizhou,安顺,anshun,关岭,guanling,101260306
贵州,guizhou,黔南,qiannan,都匀,duyun,101260401
贵州,guizhou,黔南,qiannan,贵定,guiding,101260402
贵州,guizhou,黔南,qiannan,瓮安,wengan,101260403
贵州,guizhou,黔南,qiannan,长顺,changshun,101260404
贵州,guizhou,黔南,qiannan,福泉,fuquan,101260405
贵州,guizhou,黔南,qiannan,惠水,huishui,101260406
贵州,guizhou,黔南,qiannan,龙里,longli,101260407
贵州,guizhou,黔南,qiannan,罗甸,luodian,101260408
贵州,guizhou,黔南,qiannan,平塘,pingtang,101260409
贵州,guizhou,黔南,qiannan,独山,dushan,101260410
贵州,guizhou,黔南,qiannan,三都,sandu,101260411
贵州,guizhou,黔南,qiannan,荔波,libo,101260412
贵州,guizhou,黔东南,qiandongnan,凯里,kaili,101260501
贵州,guizhou,黔东南,qiandongnan,岑巩,cengong,101260502
贵州,guizhou,黔东南,qiandongnan,施秉,shibing,101260503
贵州,guizhou,黔东南,qiandongnan,镇远,zhenyuan,101260504
贵州,guizhou,黔东南,qiandongnan,黄平,huangping,101260505
贵州,guizhou,黔东南,qiandongnan,麻江,majiang,101260507
贵州,guizhou,黔东南,qiandongnan,丹寨,danzhai,101260508
贵州,guizhou,黔东南,qiandongnan,三穗,sansui,101260509
贵州,guizhou,黔东南,qiandongnan,台江,taijiang,101260510
贵州,guizhou,黔东南,qiandongnan,剑河,jianhe,101260511
贵州,guizhou,黔东南,qiandongnan,雷山,leishan,101260512
贵州,guizhou,黔东南,qiandongnan,黎平,liping,101260513
贵州,guizhou,黔东南,qiandongnan,天柱,tianzhu,101260514
贵州,guizhou,黔东南,qiandongnan,锦屏,jinping,101260515
贵州,guizhou,黔东南,qiandongnan,榕江,rongjiang,101260516
贵州,guizhou,黔东南,qiandongnan,从江,congjiang,101260517
贵州,guizhou,铜仁,tongren,铜仁,tongren,101260601
贵州,guizhou,铜仁,tongren,江口,jiangkou,101260602
贵州,guizhou,铜仁,tongren,玉屏,yuping,101260603
贵州,guizhou,铜仁,tongren,万山,wanshan,101260604
贵州,guizhou,铜仁,tongren,思南,sinan,101260605
贵州,guizhou,铜仁,tongren,印江,yinjiang,101260607
贵州,guizhou,铜仁,tongren,石阡,shiqian,101260608
贵州,guizhou,铜仁,tongren,沿河,yanhe,101260609
贵州,guizhou,铜仁,tongren,德江,dejiang,101260610
贵州,guizhou,铜仁,tongren,松桃,songtao,101260611
贵州,guizhou,毕节,bijie,毕节,bijie,101260701
贵州,guizhou,毕节,bijie,赫章,hezhang,101260702
贵州,guizhou,毕节,bijie,金沙,jinsha,101260703
贵州,guizhou,毕节,bijie,威宁,weining,101260704
贵州,guizhou,毕节,bijie,大方,dafang,101260705
贵州,guizhou,毕节,bijie,纳雍,nayong,101260706
贵州,guizhou,毕节,bijie,织金,zhijin,101260707
贵州,guizhou,毕节,bijie,黔西,qianxi,101260708
贵州,guizhou,六盘水,liupanshui,六盘水,liupanshui,101260801
贵州,guizhou,六盘水,liupanshui,六枝,liuzhi,101260802
贵州,guizhou,六盘水,liupanshui,盘县,panxian,101260804
贵州,guizhou,黔西南,qianxinan,兴义,xingyi,101260901
贵州,guizhou,黔西南,qianxinan,晴隆,qinglong,101260902
贵州,guizhou,黔西南,qianxinan,兴仁,xingren,101260903
贵州,guizhou,黔西南,qianxinan,贞丰,zhenfeng,101260904
贵州,guizhou,黔西南,qianxinan,望谟,wangmo,101260905
贵州,guizhou,黔西南,qianxinan,安龙,anlong,101260907
贵州,guizhou,黔西南,qianxinan,册亨,ceheng,101260908
贵州,guizhou,黔西南,qianxinan,普安,puan,101260909
四川,sichuan,成都,chengdu,成都,chengdu,101270101
四川,sichuan,成都,chengdu,龙泉驿,longquanyi,101270102
四川,sichuan,成都,chengdu,新都,xindu,101270103
四川,sichuan,成都,chengdu,温江,wenjiang,101270104
四川,sichuan,成都,chengdu,金堂,jintang,101270105
四川,sichuan,成都,chengdu,双流,shuangliu,101270106
四川,sichuan,成都,chengdu,郫县,pixian,101270107
四川,sichuan,成都,chengdu,大邑,dayi,101270108
四川,sichuan,成都,chengdu,蒲江,pujiang,101270109
四川,sichuan,成都,chengdu,新津,xinjin,101270110
四川,sichuan,成都,chengdu,都江堰,dujiangyan,101270111
四川,sichuan,成都,chengdu,彭州,pengzhou,101270112
四川,sichuan,成都,chengdu,邛崃,qionglai,101270113
四川,sichuan,成都,chengdu,崇州,chongzhou,101270114
四川,sichuan,成都,chengdu,青白江,qingbaijiang,101270115
四川,sichuan,攀枝花,panzhihua,攀枝花,panzhihua,101270201
四川,sichuan,攀枝花,panzhihua,仁和,renhe,101270202
四川,sichuan,攀枝花,panzhihua,米易,miyi,101270203
四川,sichuan,攀枝花,panzhihua,盐边,yanbian,101270204
四川,sichuan,自贡,zigong,自贡,zigong,101270301
四川,sichuan,自贡,zigong,富顺,fushun,101270302
四川,sichuan,自贡,zigong,荣县,rongxian,101270303
四川,sichuan,绵阳,mianyang,绵阳,mianyang,101270401
四川,sichuan,绵阳,mianyang,三台,santai,101270402
四川,sichuan,绵阳,mianyang,盐亭,yanting,101270403
四川,sichuan,绵阳,mianyang,安县,anxian,101270404
四川,sichuan,绵阳,mianyang,梓潼,zitong,101270405
四川,sichuan,绵阳,mianyang,北川,beichuan,101270406
四川,sichuan,绵阳,mianyang,平武,pingwu,101270407
四川,sichuan,绵阳,mianyang,江油,jiangyou,101270408
四川,sichuan,南充,nanchong,南充,nanchong,101270501
四川,sichuan,南充,nanchong,南部,nanbu,101270502
四川,sichuan,南充,nanchong,营山,yingshan,101270503
四川,sichuan,南充,nanchong,蓬安,pengan,101270504
四川,sichuan,南充,nanchong,仪陇,yilong,101270505
四川,sichuan,南充,nanchong,西充,xichong,101270506
四川,sichuan,南充,nanchong,阆中,langzhong,101270507
四川,sichuan,达州,dazhou,达州,dazhou,101270601
四川,sichuan,达州,dazhou,宣汉,xuanhan,101270602
四川,sichuan,达州,dazhou,开江,kaijiang,101270603
四川,sichuan,达州,dazhou,大竹,dazhu,101270604
四川,sichuan,达州,dazhou,渠县,quxian,101270605
四川,sichuan,达州,dazhou,万源,wanyuan,101270606
四川,sichuan,达州,dazhou,通川,tongchuan,101270607
四川,sichuan,达州,dazhou,达川,dachuan,101270608
四川,sichuan,遂宁,suining,遂宁,suining,101270701
四川,sichuan,遂宁,suining,蓬溪,pengxi,101270702
四川,sichuan,遂宁,suining,射洪,shehong,101270703
四川,sichuan,广安,guangan,广安,guangan,101270801
四川,sichuan,广安,guangan,岳池,yuechi,101270802
四川,sichuan,广安,guangan,武胜,wusheng,101270803
四川,sichuan,广安,guangan,邻水,linshui,101270804
四川,sichuan,广安,guangan,华蓥,huaying,101270805
四川,sichuan,巴中,bazhong,巴中,bazhong,101270901
四川,sichuan,巴中,bazhong,通江,tongjiang,101270902
四川,sichuan,巴中,bazhong,南江,nanjiang,101270903
四川,sichuan,巴中,bazhong,平昌,pingchang,101270904
四川,sichuan,泸州,luzhou,泸州,luzhou,101271001
四川,sichuan,泸州,luzhou,泸县,luxian,101271003
四川,sichuan,泸州,luzhou,合江,hejiang,101271004
四川,sichuan,泸州,luzhou,叙永,xuyong,101271005
四川,sichuan,泸州,luzhou,古蔺,gulin,101271006
四川,sichuan,泸州,luzhou,纳溪,naxi,101271007
四川,sichuan,宜宾,yibin,宜宾,yibin,101271101
四川,sichuan,宜宾,yibin,宜宾县,yibinxian,101271103
四川,sichuan,宜宾,yibin,南溪,nanxi,101271104
四川,sichuan,宜宾,yibin,江安,jiangan,101271105
四川,sichuan,宜宾,yibin,长宁,changning,101271106
四川,sichuan,宜宾,yibin,高县,gaoxian,101271107
四川,sichuan,宜宾,yibin,珙县,gongxian,101271108
四川,sichuan,宜宾,yibin,筠连,yunlian,101271109
四川,sichuan,宜宾,yibin,兴文,xingwen,101271110
四川,sichuan,宜宾,yibin,屏山,pingshan,101271111
四川,sichuan,内江,neijiang,内江,neijiang,101271201
四川,sichuan,内江,neijiang,东兴,dongxing,101271202
四川,sichuan,内江,neijiang,威远,weiyuan,101271203
四川,sichuan,内江,neijiang,资中,zizhong,101271204
四川,sichuan,内江,neijiang,隆昌,longchang,101271205
四川,sichuan,资阳,ziyang,资阳,ziyang,101271301
四川,sichuan,资阳,ziyang,安岳,anyue,101271302
四川,sichuan,资阳,ziyang,乐至,lezhi,101271303
四川,sichuan,资阳,ziyang,简阳,jianyang,101271304
四川,sichuan,乐山,leshan,乐山,leshan,101271401
四川,sichuan,乐山,leshan,犍为,jianwei,101271402
四川,sichuan,乐山,leshan,井研,jingyan,101271403
四川,sichuan,乐山,leshan,夹江,jiajiang,101271404
四川,sichuan,乐山,leshan,沐川,muchuan,101271405
四川,sichuan,乐山,leshan,峨边,ebian,101271406
四川,sichuan,乐山,leshan,马边,mabian,101271407
四川,sichuan,乐山,leshan,峨眉,emei,101271408
四川,sichuan,乐山,leshan,峨眉山,emeishan,101271409
四川,sichuan,眉山,meishan,眉山,meishan,101271501
四川,sichuan,眉山,meishan,仁寿,renshou,101271502
四川,sichuan,眉山,meishan,彭山,pengshan,101271503
四川,sichuan,眉山,meishan,洪雅,hongya,101271504
四川,sichuan,眉山,meishan,丹棱,danleng,101271505
四川,sichuan,眉山,meishan,青神,qingshen,101271506
四川,sichuan,凉山,liangshan,凉山,liangshan,101271601
四川,sichuan,凉山,liangshan,木里,muli,101271603
四川,sichuan,凉山,liangshan,盐源,yanyuan,101271604
四川,sichuan,凉山,liangshan,德昌,dechang,101271605
四川,sichuan,凉山,liangshan,会理,huili,101271606
四川,sichuan,凉山,liangshan,会东,huidong,101271607
四川,sichuan,凉山,liangshan,宁南,ningnan,101271608
四川,sichuan,凉山,liangshan,普格,puge,101271609
四川,sichuan,凉山,liangshan,西昌,xichang,101271610
四川,sichuan,凉山,liangshan,金阳,jinyang,101271611
四川,sichuan,凉山,liangshan,昭觉,zhaojue,101271612
四川,sichuan,凉山,liangshan,喜德,xide,101271613
四川,sichuan,凉山,liangshan,冕宁,mianning,101271614
四川,sichuan,凉山,liangshan,越西,yuexi,101271615
四川,sichuan,凉山,liangshan,甘洛,ganluo,101271616
四川,sichuan,凉山,liangshan,雷波,leibo,101271617
四川,sichuan,凉山,liangshan,美姑,meigu,101271618
四川,sichuan,凉山,liangshan,布拖,butuo,101271619
四川,sichuan,雅安,yaan,雅安,yaan,101271701
四川,sichuan,雅安,yaan,名山,mingshan,101271702
四川,sichuan,雅安,yaan,荥经,yingjing,101271703
四川,sichuan,雅安,yaan,汉源,hanyuan,101271704
四川,sichuan,雅安,yaan,石棉,shimian,101271705
四川,sichuan,雅安,yaan,天全,tianquan,101271706
四川,sichuan,雅安,yaan,芦山,lushan,101271707
四川,sichuan,雅安,yaan,宝兴,baoxing,101271708
四川,sichuan,甘孜,ganzi,甘孜,ganzi,101271801
四川,sichuan,甘孜,ganzi,康定,kangding,101271802
四川,sichuan,甘孜,ganzi,泸定,luding,101271803
四川,sichuan,甘孜,ganzi,丹巴,danba,101271804
四川,sichuan,甘孜,ganzi,九龙,jiulong,101271805
四川,sichuan,甘孜,ganzi,雅江,yajiang,101271806
四川,sichuan,甘孜,ganzi,道孚,daofu,101271807
四川,sichuan,甘孜,ganzi,炉霍,luhuo,101271808
四川,sichuan,甘孜,ganzi,新龙,xinlong,101271809
四川,sichuan,甘孜,ganzi,德格,dege,101271810
四川,sichuan,甘孜,ganzi,白玉,baiyu,101271811
四川,sichuan,甘孜,ganzi,石渠,shiqu,101271812
四川,sichuan,甘孜,ganzi,色达,seda,101271813
四川,sichuan,甘孜,ganzi,理塘,litang,101271814
四川,sichuan,甘孜,ganzi,巴塘,batang,101271815
四川,sichuan,甘孜,ganzi,乡城,xiangcheng,101271816
四川,sichuan,甘孜,ganzi,稻城,daocheng,101271817
四川,sichuan,甘孜,ganzi,得荣,derong,101271818
四川,sichuan,阿坝,aba,阿坝,aba,101271901
四川,sichuan,阿坝,aba,汶川,wenchuan,101271902
四川,sichuan,阿坝,aba,理县,lixian,101271903
四川,sichuan,阿坝,aba,茂县,maoxian,101271904
四川,sichuan,阿坝,aba,松潘,songpan,101271905
四川,sichuan,阿坝,aba,九寨沟,jiuzhaigou,101271906
四川,sichuan,阿坝,aba,金川,jinchuan,101271907
四川,sichuan,阿坝,aba,小金,xiaojin,101271908
四川,sichuan,阿坝,aba,黑水,heishui,101271909
四川,sichuan,阿坝,aba,马尔康,maerkang,101271910
四川,sichuan,阿坝,aba,壤塘,rangtang,101271911
四川,sichuan,阿坝,aba,若尔盖,ruoergai,101271912
四川,sichuan,阿坝,aba,红原,hongyuan,101271913
四川,sichuan,德阳,deyang,德阳,deyang,101272001
四川,sichuan,德阳,deyang,中江,zhongjiang,101272002
四川,sichuan,德阳,deyang,广汉,guanghan,101272003
四川,sichuan,德阳,deyang,什邡,shifang,101272004
四川,sichuan,德阳,deyang,绵竹,mianzhu,101272005
四川,sichuan,德阳,deyang,罗江,luojiang,101272006
四川,sichuan,广元,guangyuan,广元,guangyuan,101272101
四川,sichuan,广元,guangyuan,旺苍,wangcang,101272102
四川,sichuan,广元,guangyuan,青川,qingchuan,101272103
四川,sichuan,广元,guangyuan,剑阁,jiange,101272104
四川,sichuan,广元,guangyuan,苍溪,cangxi,101272105
广东,guangdong,广州,guangzhou,广州,guangzhou,101280101
广东,guangdong,广州,guangzhou,番禺,fanyu,101280102
广东,guangdong,广州,guangzhou,从化,conghua,101280103
广东,guangdong,广州,guangzhou,增城,zengcheng,101280104
广东,guangdong,广州,guangzhou,花都,huadu,101280105
广东,guangdong,韶关,shaoguan,韶关,shaoguan,101280201
广东,guangdong,韶关,shaoguan,乳源,ruyuan,101280202
广东,guangdong,韶关,shaoguan,始兴,shixing,101280203
广东,guangdong,韶关,shaoguan,翁源,wengyuan,101280204
广东,guangdong,韶关,shaoguan,乐昌,lechang,101280205
广东,guangdong,韶关,shaoguan,仁化,renhua,101280206
广东,guangdong,韶关,shaoguan,南雄,nanxiong,101280207
广东,guangdong,韶关,shaoguan,新丰,xinfeng,101280208
广东,guangdong,韶关,shaoguan,曲江,qujiang,101280209
广东,guangdong,韶关,shaoguan,浈江,zhenjiang,101280210
广东,guangdong,韶关,shaoguan,武江,wujiang,101280211
广东,guangdong,惠州,huizhou,惠州,huizhou,101280301
广东,guangdong,惠州,huizhou,博罗,boluo,101280302
广东,guangdong,惠州,huizhou,惠阳,huiyang,101280303
广东,guangdong,惠州,huizhou,惠东,huidong,101280304
广东,guangdong,惠州,huizhou,龙门,longmen,101280305
广东,guangdong,梅州,meizhou,梅州,meizhou,101280401
广东,guangdong,梅州,meizhou,兴宁,xingning,101280402
广东,guangdong,梅州,meizhou,蕉岭,jiaoling,101280403
广东,guangdong,梅州,meizhou,大埔,dapu,101280404
广东,guangdong,梅州,meizhou,丰顺,fengshun,101280406
广东,guangdong,梅州,meizhou,平远,pingyuan,101280407
广东,guangdong,梅州,meizhou,五华,wuhua,101280408
广东,guangdong,梅州,meizhou,梅县,meixian,101280409
广东,guangdong,汕头,shantou,汕头,shantou,101280501
广东,guangdong,汕头,shantou,潮阳,chaoyang,101280502
广东,guangdong,汕头,shantou,澄海,chenghai,101280503
广东,guangdong,汕头,shantou,南澳,nanao,101280504
广东,guangdong,深圳,shenzhen,深圳,shenzhen,101280601
广东,guangdong,珠海,zhuhai,珠海,zhuhai,101280701
广东,guangdong,珠海,zhuhai,斗门,doumen,101280702
广东,guangdong,珠海,zhuhai,金湾,jinwan,101280703
广东,guangdong,佛山,foshan,佛山,foshan,101280800
广东,guangdong,佛山,foshan,顺德,shunde,101280801
广东,guangdong,佛山,foshan,三水,sanshui,101280802
广东,guangdong,佛山,foshan,南海,nanhai,101280803
广东,guangdong,佛山,foshan,高明,gaoming,101280804
广东,guangdong,肇庆,zhaoqing,肇庆,zhaoqing,101280901
广东,guangdong,肇庆,zhaoqing,广宁,guangning,101280902
